Úroveň 1,Úroveň 2,Úroveň 3,Název (ČJ),Vysvětlení (ČJ),Příklady (ČJ),Term (EN),Explanation (EN),,,,,,,,,,
,,NBC,Dveře skříně,uzavírací objekt pro uzavřený prostor,dveře skříně,Cabinet door,closure object in an enclosure,,,,,,,,,,dveře skříně
,,NBD,Křídlo brány,uzavírací objekt pro otvor v plotu nebo hrazení,křídlo brány,Gate leaf,closure object in a gate,,,,,,,,,,křídlo brány
,,NBE,Poklop,uzavírací objekt v průchodu,"poklop šachty, krycí deska, překrytí",Hatch cover,closure object in a hatch,,,,,,,,,,poklop
,NC?,,Objekt pro obložení,krycí objekt na základě obložení konstrukcí,,Finishing object,covering object by finishing structures,,,,,,,,,,Objekt pro obložení
,,NCA,Dláždění,objekt pro obložení pevné plochy,"dláždění, obrusná vrstva vozovky, pojezdová deska",Paving,finishing object of a pavement,,,,,,,,,,dláždění
,,NCB,Obložení stěn,objekt pro obložení zdi,"fasáda, kachličky, panel, betonové obložení, obložení tunelu",Wall covering,finishing object of a wall,,,,,,,,,,obložení stěn
,,NCC,Podlahové krytiny,objekt pro obložení podlahy,"podlahová deska, svrchní podlaha, palubky",Flooring,finishing object of a floor,,,,,,,,,,podlahové krytiny
,,NCD,Krytí stropů,objekt pro obložení stropů,stropní panely,Ceiling finish,finishing object of a ceiling,,,,,,,,,,krytí stropů
,,NCE,Zastřešení,objekt pro obložení střech,"střešní krytina, vegetační střecha",Roofing,finishing object of a roof,,,,,,,,,,zastřešení
,,NCF,Parapet,objekt pro obložení otvoru,"okení parapet, obložení dveří, krycí lišta",Window Sill,finishing object in an opening,,,,,,,,,,parapet
,,NCG,Rostlinný koberec,objekt pro obložení vegetační plochy,"trávník, hydroosev, vegetační střecha, vegetační rohože",Plant mat,finishing object of a vegetation area,,,,,,,,,,rostlinný koberec
,,NCH,Objekt tvarující povrch,"objekt pro obložení, který určuje vnější tvar objektu",karoserie,Surface forming object,finishing object by forming the outer shape of an object,,,,,,,,,,objekt tvarující povrch
,ND?,,Zakončovací objekt,"krycí objekt, který zakončuje jiné objekty",,Terminating object,covering object by terminating another object,,,,,,,,,,zakončovací objekt
,,NDA,Obrubník,zakončující objekt pevného povrchu nebo vegetace,obrubník,Curb,terminating object delimiting an edge of pavement or vegetation area,,,,,,,,,,obrubník
,,NDB,Koruna,zakončující objekt hrany koruny,"zakrytí, hlavice sloupů, vrcholová vaznice, stropní překlad, hřebenáč, krytí komínu",Crown,terminating object delimiting an edge of a wall,,,,,,,,,,koruna
,,NDC,Hranová lišta,zakončující objekt zvýšené hrany podlahy,hranová lišta,Raised floor edge,terminating object delimiting an edge of a floor,,,,,,,,,,hranová lišta
,,NDD,Ukončení vnitřních stropů,zakončující objekt hrany vnitřních stropů,ukončení vrchních stropů,Ceiling edge,terminating object delimiting an edge of a ceiling,,,,,,,,,,ukončení vnitřních stropů
,,NDE,Střešní zakončení,zakončující objekt hrany střechy,"podnožka, římsa, okřídlí",Fascia,terminating object delimiting an edge of a roof,,,,,,,,,,střešní zakončení
,NE?,,Zakrývající objekty,"krycí objekt, který zakrývá spáry a přechody",,Hiding object,covering object by hiding joints and transitions,,,,,,,,,,Zakrývající objekty
,,NEA,Stropní lišty,zakrývající objekt mezi zdí a stropem,stropní lišty,Ceiling lining,hiding object between a wall and a ceiling,,,,,,,,,,stropní lišty
,,NEB,Podlahové lišty,zakrývající objekt mezi zdí a podlahou,"podlahová lišta, ukončovací lišta",Skirting board,hiding object between a wall and a floor,,,,,,,,,,podlahové lišty
,,NEC,Rohová lišta,zakrývající objekt mezi dvěmi zdmi,"rohová deska, ochrana hrany schodu, ochrana nárožního roubení, prahové lišty",Wall corner lining,hiding object between two walls,,,,,,,,,,rohová lišta
,,NED,Střešní oplechování,zakrývající objekt na střeše,"štítové lemování, hřebenová lať, hřebenáč, hřebenový plech",Flashing,hiding object on a roof,,,,,,,,,,střešní oplechování
,,NEE,Výplň,zakrývající objekt okolo otvoru,"obložení dveří, obložení okna, štít zámku",Reveal liner,hiding object around an opening,,,,,,,,,,výplň
P??,,,Prezentující objekt,objekt poskytující znatelnou informaci,,Presenting object,object for providing perceptible information,,,,,,,,,,prezentující objekt
,PF?,,Vizuální ukazatel stavu,prezentující objekt ve formě viditelného stavu nebo polohy,,Visible state indicator,presenting object in visible form of discrete states,,,,,,,,,,vizuální ukazatel stavu
,,PFA,Signální světlo,vizuální ukazatel stavu pomocí světla ,"světelná signalizace, mostní světlo, světelná tabule",Signal lamp,visible state indicator by light,,,,,,,,,,signální světlo
,,PFB,Semafor,vizuální ukazatel stavu pomocí mechanických pozic,návěstidlo,Semaphore,visible state indicator by mechanical positions,,,,,,,,,,semafor
,PG?,,Objekt zobrazující naměřenou hodnotu,prezentující objekt v podobě viditelné měřené hodnoty,,Scalar display,presenting object in a visible form of a single scalar variable,,,,,,,,,,Objekt zobrazující naměřenou hodnotu
,,PGA,Voltmetr,objekt zobrazující naměřenou hodnotu elektrického napětí,voltmetr,Voltmeter,scalar display representing electric voltage,,,,,,,,,,voltmetr
,,PGB,Indikátor odporu,objekt zobrazující naměřenou hodnotu vodivosti,indikátor odporu,Resistivity indicator,scalar display representing resistivity or conductivity,,,,,,,,,,indikátor odporu
,,PGC,Ampér metr,objekt zobrazující naměřenou hodnotu elektrického proudu,ampér metr,Ampere meter,scalar display representing electric current,,,,,,,,,,ampér metr
,,PGD,Denzitometr,objekt zobrazující naměřenou hodnotu hustoty,denzitometr,Density indicator,scalar display representing density,,,,,,,,,,denzitometr
,,PGE,Indikátor pole,objekt zobrazující naměřenou hodnotu pole,indikátor pole,Field indicator,scalar display representing field,,,,,,,,,,indikátor pole
,,PGF,Průtokoměr,objekt zobrazující naměřenou hodnotu toku,průtokoměr,Flow meter,scalar display representing flow,,,,,,,,,,průtokoměr
,,PGG,Indikátor rozměru,objekt zobrazující naměřenou hodnotu rozměrů prostoru a/nebo poloh,"úhelník, ukazatel pozice",Dimension indicator,scalar display representing spatial dimension and/or position,,,,,,,,,,indikátor rozměru
,,PGH,Elektroměr,objekt zobrazující naměřenou hodnotu energie,elektroměr,Energy meter,scalar display representing energy,,,,,,,,,,elektroměr
,,PGJ,Wattmetr,objekt zobrazující naměřenou hodnotu elektrické síly,wattmetr,Wattmeter,scalar display representing electric power,,,,,,,,,,wattmetr
,,PGK,Hodiny,objekt zobrazující naměřenou hodnotu času,"hodiny, hodinky",Clock,scalar display representing time,,,,,,,,,,hodiny
,,PGL,Indikátor hladiny,objekt zobrazující naměřenou hodnotu hladiny,indikátor hladiny,Humidity indicator,scalar display representing humidity,,,,,,,,,,indikátor hladiny
,,PGM,Indikátor vlhkosti,objekt zobrazující naměřenou hodnotu vlhkosti,vlhkoměr,Humidity indicator,scalar display representing humidity,,,,,,,,,,indikátor vlhkosti
,,PGP,Indikátor tlaku,objekt zobrazující naměřenou hodnotu tlaku,indikátor tlaku,Pressure indicator,scalar display representing pressure,,,,,,,,,,indikátor tlaku
,,PGQ,Indikátor koncentrace,objekt zobrazující naměřenou hodnotu koncentrace substance,ukazatel průhlednosti,Concentration indicator,scalar display representing substance concentration,,,,,,,,,,indikátor koncentrace
,,PGR,Indikátor elektromagnetického pole,objekt zobrazující naměřenou hodnotu záření,indikátor elektromagnetického pole,Electromagnetic wave indicator,scalar display representing radiation,,,,,,,,,,Indikátor elektromagnetického pole
,,PGS,Měřič kmitočtu,objekt zobrazující naměřenou hodnotu kmitočtu,otáčkoměr,Frequency meter,scalar display representing time-rate,,,,,,,,,,měřič kmitočtu
,,PGT,Teploměr,objekt zobrazující naměřenou hodnotu teploty,teploměr,Temperature indicator,scalar display representing temperature,,,,,,,,,,teploměr
,,PGV,Ukazatel účinnosti,objekt zobrazující naměřenou hodnotu rozdílu mezi aktivní a reaktivní silou,účiník,power factor meter,scalar display representing the offset between active power and reactive power,,,,,,,,,,ukazatel účinnosti
,,PGW,Indikátor síly,"objekt zobrazující naměřenou hodnotu váhy, síly nebo točivého momentu",indikátor síly,Force indicator,"scalar display representing weight, force to torque",,,,,,,,,,indikátor síly
,,PGX,Audio spektrometr,objekt zobrazující naměřenou hodnotu zvuku,audio spektrometr,Audio spectrometer,scalar display representing sound,,,,,,,,,,audio spektrometr
,,PGZ,Indikátor množství,objekt zobrazující naměřenou hodnotu počtu událostí,indikátor množství,Quantity meter,scalar display representing number of incidents,,,,,,,,,,indikátor množství
,PH?,,Objekt grafického zobrazení,"prezentující objekt ve viditelné podobě obrazu, symbolu nebo textu",,Graphical display,"presenting object in visible form by pictures, symbols, text or physical characteristics",,,,,,,,,,Objekt grafického zobrazení
,,PHA,Display,objekt grafického zobrazení dynamicky na svém povrchu,"obrazovka, světelná tabule, monitor, křídová tabule, bílá tabule, promítací plátno",Display,graphical display dynamically on its surface,,,,,,,,,,display
,,PHB,Projektor,objekt grafického zobrazení dynamicky na zvoleném povrchu,projektor,Projector,graphical display dynamically on another surface,,,,,,,,,,projektor
,,PHC,Tiskárna,objekt grafického zobrazení na tištěné médium,"tiskárna, kopírka",Printer,graphical display on a printed media,,,,,,,,,,tiskárna
,,PHD,Cedule,objekt grafického zobrazení staticky na plochu objektu,"zákazová značka, světelný signál, označovací tabule, směrovka, dodatková tabule, piktogram, dopravní značka, tabule",Marking,graphical display statically on the surface of another object,,,,,,,,,,cedule
,,PHE,Značení,objekt grafického zobrazení staticky na plochu jiného objektu,"vodorovné dopravní značení, značení pro sport a hry",Sign,graphical display statically on its surface,,,,,,,,,,značení
,,PHF,Sloup značení,objekt grafického zobrazení pomocí své fyzické povahy,"směrové sloupky, kotevní pilíř, bóje, signalizační sloupek inženýrských sítí, měřičský bod, body pro kontrolu svislosti",Marking post,graphical display statically by its physical characteristics,,,,,,,,,,sloup značení
,PJ?,,Objekt zvukové signalizace,prezentující objekt ve zvukové podobě,,Acoustic device,presenting object in audible form,,,,,,,,,,Objekt zvukové signalizace
,,PJA,Reproduktor,objekt zvukové signalizace pohybem membrány,reproduktor,Loudspeaker,acoustic device provided by the movement of a membrane,,,,,,,,,,reproduktor
,,PJB,Siréna,objekt zvukové signalizace proudem vzduchu,"místní rozhlas, siréna, houkačka",Horn,acoustic device provided by the stream of air,,,,,,,,,,siréna
,,PJC,Zvonek,objekt zvukové signalizace mechanickou excitací daného objektu,"zvonek u dveří, poplachové zařízení",Bell,acoustic device provided by mechanical excitation of the object,,,,,,,,,,zvonek
,PK?,,Objekt dotykové signalizace,prezentující objekt v dotykové podobě,,Tactile device,presenting object in tactile form,,,,,,,,,,Objekt dotykové signalizace
,,PKA,Vibrátor,objekt dotykové signalizace diskrétních stavů pomocí vibrace,taktilní poplachové zařízení,Vibrator,tactile device of discrete states by vibration,,,,,,,,,,vibrátor
,,PKB,Dotykové značení,objekt dotykové signalizace diskrétních stavů pomocí vibrace,"hlukový pás, naváděcí cesta, značení pro nevidomé",Braille text sign,tactile device of static information,,,,,,,,,,dotykové značení
,,PKC,Varování o průjezdové výšce,objekt dotykové signalizace pro překážky shora,varování o průjezdové výšce,Free height warning,tactile device for suprajacent obstacles,,,,,,,,,,varování o průjezdové výšce
,PL?,,Zdobný objekt,prezentující objekty pro zkrášlení nebo umělecké účely,,Ornamental object,presenting object in an ornamental form,,,,,,,,,,Zdobný objekt
,,PLA,Římsa,zdobný objekt oddělení mezi dvěmi oblastmi,"římsa, lišta",Cornice,ornamental object as a separation between two areas,,,,,,,,,,římsa
,,PLB,Socha,zdobný objekt prezentace v prostoru,socha,Figure,ornamental object as a spatial representation of something,,,,,,,,,,socha
,,PLC,Frízy,zdobný objekt vystupujících postav a/nebo dekoračních prvků na zdi,"sloup, pilastr, štukatura",Frieze,ornamental object as protruding figures and/or decorative elements on a wall,,,,,,,,,,vlys
,,PLD,Obrázek,"zdobný objekt reprezentující, ilustrující nebo reprodukující něco na ploše","obraz, malba na zdi",Picture,"ornamental object representing, illustrating or reproducing something visibly on a surface",,,,,,,,,,obrázek
,,PLE,Koberec,"zdobný objekt v podobě textilu, který kryje část jiného objektu","přehoz, tapiserie",Carpet,ornamental object by a fabric covering part of another object,,,,,,,,,,koberec
,PZ?,,Objekt s několika ukazateli,prezentující objekt v několika formách,,Multiple form presenting object,presenting object in multiple forms,,,,,,,,,,Objekt s několika ukazateli
,,PZA,Audio-vizuální alarm,objekt s několika ukazateli pro diskrétní stavy,audio-vizuální alarm,Audio-visual alarm,multiple form presenting object for discrete states,,,,,,,,,,audio-vizuální alarm
,,PZB,Televizor,objekt s několika ukazateli pro několik informací,"televizor, obrazovka s reproduktory",Television set,multiple form presenting object for multiple information,,,,,,,,,,Televizor
Q??,,,Řídící nebo regulační objekt,Objekt pro řízení přístupu nebo průtoku,,Controlling object,object for controlling access or flow,,,,,,,,,,Řídící nebo regulační objekt
,QA?,,Objekt přerušující elektrický proud,řídící objekt pro elektrický proud v obvodu,,Electric controlling object,controlling object of electric current in an electric circuit,,,,,,,,,,objekt přerušující elektrický proud
,,QAA,Jistič,objekt přerušující elektrický proud mechanicky v běžných nebo nestandardních podmínkách,"hlavní vypínač, nouzový vypínač, vypínač, magnetický kontakt, spouštěč motoru, přerušovač na ochranu motoru, magnetické vypínače elektrických obvodů",Circuit breaker,electric controlling object mechanically under normal and abnormal service conditions,,,,,,,,,,jistič
,,QAB,Stykač,objekt přerušující elektrický proud mechanicky pouze v běžných podmínkách,"relé, aktor, vysokonapěťový stykač ",Contactor,electric controlling object mechanically under normal service conditions only,,,,,,,,,,stykač
,,QAC,Elektronický vypínač,objekt přerušující elektrický proud elektronicky,"defibrilátor, elektrický termostat, přepínač řídícího obvodu, termostat",Electronic power switch,electric controlling object electronically,,,,,,,,,,Elektronický vypínač
,QB?,,Objekt oddělující elektrickou energii,řídící objekt pro oddělení elektrických obvodů,,Electric separating object,controlling object by separating electric circuits,,,,,,,,,,Objekt oddělující elektrickou energii
,,QBA,Odpojovač,objekt oddělující elektrickou energii mechanickou izolací v obvodu,"jistič, odpínač, zařízení pro nouzové zastavení, bezpečnostní vypínač",Fuseless disconnector,electric separating object by mechanically isolating the downstream circuit from the upstream circuit only,,,,,,,,,,odpojovač
,,QBB,Pojistkový odpínač,objekt oddělující elektrickou energii mechanickou izolací v obvodu se zabudovanou pojistkou,pojistkový odpínač,Fused disconnector,electric separating object by mechanically isolating the downstream circuit from the upstream circuit and with a built-in fuse,,,,,,,,,,pojistkový spínačový odpojovač
,QC?,,Zemnící objekt,řídící objekt pro uzemnění elektrických obvodů,,Electric earthing object,controlling object by earthing electric circuits,,,,,,,,,,Zemnící objekt
,,QCA,Uzemňovač,zemnící objekt který spojuje elektrický obvod se zemí,uzemňovač,Earthing switch,electric earthing object connecting electric circuits to earth,,,,,,,,,,uzemňovač
,QM?,,Řídící objekt uzavřeného toku tekutin,řídící objekt toku tekutin zapnuto/vypnuto v uzavřeném prostoru,,Sealed fluid switching object,controlling object of fluids on/off in sealed enclosures,,,,,,,,,,Řídící objekt uzavřeného toku tekutin
,,QMA,Kapalinový uzavírací ventil,řídící objekt uzavřeného toku tekutin pro kapalinu,"uzavírací zařízení, uzavírací ventil, výpustné zařízení, směšovací baterie, sprchová armatura, kuchyňský kohoutek, pítko, trojcestný ventil",Liquid shutoff valve,sealed fluid switching object of a liquid flow,,,,,,,,,,kapalinový uzavírací ventil
,,QMB,Plynový uzavírací ventil,řídící objekt uzavřeného toku tekutin pro plyn,"odvzdušňovací ventil, ventil, provzdušňovací zařízení",Gas shutoff valve,sealed fluid switching object of a gas flow,,,,,,,,,,plynový uzavírací ventil
,QN?,,Regulační objekt uzavřeného toku tekutin,řídící objekt pro variaci toku tekutin vuzavřeném prostoru,,Sealed fluid varying object,controlling object for varying the flow of fluids in sealed enclosures,,,,,,,,,,Regulační objekt uzavřeného toku tekutin
,,QNA,Regulační ventil kapalin,regulační objekt uzavřeného toku tekutin pro kapalinu,"zařízení k regulaci toku, obtokový ventil, řídící ventil",Liquid control valve,sealed fluid varying object of a liquid flow,,,,,,,,,,regulační ventil kapalin
,,QNB,Regulační ventil plynu,regulační objekt uzavřeného toku tekutin pro plyn,"směsné zařízení, regulátor plynu, zařízení ma konstantní průtok, škrtící klapka",Gas control valve,sealed fluid varying object of a gas flow,,,,,,,,,,regulační ventil plynu
,QP?,,Řídící objekt otevřeného toku,řídící objekt pro tekutiny v otevřeném prostředí,,Open fluid controlling object,controlling object of fluids in open enclosures,,,,,,,,,,Řídící objekt otevřeného toku
,,QPA,Stavidlo,řídící objekt otevřeného toku pro variaci nebo zapnutí a vypnutí,"výpusť, stavidlo, jez",Lock gate,open fluid controlling object for varying or switching on/off,,,,,,,,,,stavidlo
,,QPB,Vortex generátor,řídící objekt otevřeného toku pro řízení toku pevnou cestou,vortex generátor,Vortex generator,open fluid controlling object for directing a flow by a fixed means,,,,,,,,,,vortex generátor
,,QPC,Kormidlo,řídící objekt otevřeného toku pro řízení toku variabilní cestou,kormidlo,Rudder,open fluid controlling object for directing a flow by a variable means,,,,,,,,,,kormidlo
,QQ?,,Objekt pro přístup do prostor,řídící objekt pro přístup do prostor,,Space access object,controlling object to a space,,,,,,,,,,Objekt pro přístup do prostor
,,QQA,Okno,objekt pro přístup do prostor pouze pro světlo,"okno, střešní okno",Window,space access object for light entry only,,,,,,,,,,okno
,,QQB,Prosklení,objekt pro přístup do prostor pro světlo a osoby,"okení křídlo, vchodové prosklení, prosklená zeď",Window unit,space access object for entry of light and persons,,,,,,,,,,okení křídlo
,,QQC,Dveře,objekt pro přístup do prostor pro vzpřímený vstup osob,"dveře, otočné dveře, karuselové dveře, posuvné dveře, křídlové dveře",Door,space access object for upright passage by persons,,,,,,,,,,dveře
,,QQD,Poklop,objekt pro přístup do prostor pro vstup osob a věcí,"odklápěcí dvířka pro kočky, kontrolní poklop, shozový poklop, čistící poklop, větrací poklop",Hatch,space access object of restricted size for passage of persons and goods,,,,,,,,,,poklop
,,QQE,Vrata,objekt pro přístup do prostor pro přesun objektů,"garážová vrata, roletová vrata, sklápěcí vrata",Large door,space access object of extended size for transfer of objects,,,,,,,,,,vrata
,,QQF,Brána,objekt pro přístup do prostor s částečnou funkcí,"branka, závora, brána",Gate,space access object partially,,,,,,,,,,brána
,,QQG,Zarážkové bloky,objekt pro přístup do prostor pomocí blokace přístupu na kolej,zarážkové bloky,Rail scotch block,space access object by blocking entrance to a track,,,,,,,,,,zarážkové bloky
,QR?,,Řídící objekt toku věcí,řídící objekt pro tok věcí,,Solid substance flow varying object,controlling object of solid substance,,,,,,,,,,Řídící objekt toku věcí
,,QRA,Rotační komora,řídící objekt toku věcí s rotující komorou,"dávkovací stroj, rotační vyprázdnění nákladu, ústředna potrubní pošty",Rotary air lock valve,solid substance flow varying object with rotating chambers,,,,,,,,,,rotační komora
,,QRB,Iris ventil,řídící objekt toku věcí s iris ventilem,dávkovací stroj s iris ventilem,Iris valve,solid substance flow varying object with an iris opening,,,,,,,,,,iris ventil
,,QRC,Klapkový ventil,řídící objekt toku věcí s loubovou klapkou nebo deskou,dávkovací stroj s klapkovým ventilem,Flap gate valve,solid substance flow varying object with a hinged flap or disc,,,,,,,,,,klapkový ventil
,QS?,,Řídící objekt mechanického pohybu,řídící objekt pro mechanický pohyb,,Mechanical movement controlling object,controlling object for mechanical movement,,,,,,,,,,Řídící objekt mechanického pohybu
,,QSA,Zámek,řídící objekt mechanického pohybu pomocí blokace,"elektrický zámek, magnetický zámek, střelkový zámek, zamykací a kontrolní zařízení, visací zámek, petlice",Lock,mechanical movement controlling object by blocking,,,,,,,,,,zámek
,,QSB,Výhybka,řídící objekt mechanického pohybu pomocí změny koleje,výhybka,Track switch,mechanical movement controlling object by switching between different tracks,,,,,,,,,,výhybka
,QZ?,,Vícečetný řídící objekt,řídící objekt v elektrických obvodech s různými metodami,,Multiple measure controlling object,controlling object in electrical circuits utilising different measures,,,,,,,,,,Vícečetný řídící objekt
,,QZA,Zemnící spínač,vícečetný řídící objekt pro uzemnění nebo oddělení,zemnící spínač,Earthing and disconnecting switch,multiple measure controlling object for earthing or separating electrical circuit,,,,,,,,,,zemnící spínač
R??,,,Omezující objekt,objekt pro omezení nebo stabilizaci,,Restricting object,object for restricting or stabilising,,,,,,,,,,Omezující objekt
,RA?,,Objekt omezující elektrickou energii,omezující objekt pomocí omezení toku elektrické energie,,Electricity restricting object,restricting object by restricting a flow of electric energy,,,,,,,,,,Objekt omezující elektrickou energii
,,RAA,Dioda,objekt omezující elektrickou energii blokací proudu energie  jedním směrem,dioda,Diode,electricity restricting object by blocking current flow in one direction,,,,,,,,,,dioda
,,RAB,Induktor,objekt omezující elektrickou energii indukcí v obvodu,induktor,Reactor,electricity restricting object by providing an inductance in a circuit,,,,,,,,,,induktor
,,RAC,Odpor,objekt omezující elektrickou energii odporem v obvodu,"elektronický předřadník, rezistor, potenciometr",Resistor,electricity restricting object by providing a resistance in a circuit,,,,,,,,,,odpor
,RB?,,Objekty stabilizující elektrický proud,omezující objekt pomocí stabilizace toku elektrické energie,,Electricity stabilising object,restricting object by stabilising a flow of electric energy,,,,,,,,,,Objekty stabilizující elektrický proud
,,RBA,Nepřerušitelný zdroj napájení (ups),"objekt stabilizující elektrický proud, který zaručuje stálý zdroj napájení",nepřerušitelný zdroj napájení (ups),Uninterrupted power supply,electricity stabilising object ensuring a continuous power supply,,,,,,,,,,nepřerušitelný zdroj napájení (UPS)
,,RBB,Filtr elektrické energie,objekt stabilizující elektrický proud potlačením určitého frekvenčního rozsahu,filtr elektrické energie,Power filter,electricity stabilising object suppressing a defined frequency range within the flow,,,,,,,,,,filtr elektrické energie
,,RBC,Ekvalizér elektrické energie,objekt stabilizující elektrický proud potlačením nebo zesílením několika frekvenčních rozsahů,ekvalizér elektrické energie,Power equaliser,electricity stabilising object suppressing or amplifying multiple frequency ranges within the flow,,,,,,,,,,ekvalizér elektrické energie
,,RBD,Fázový kompenzátor,"objekt stabilizující elektrický proud, který dodává reaktivní energii",fázový kompenzátor,Phase compensator,electricity stabilising object providing reactive power,,,,,,,,,,fázový kompenzátor
,RF?,,Objekty stabilizující signál,omezující objekt pomocí stabilizace signálu,,Signal stabilising object,restricting object by stabilising a signal,,,,,,,,,,Objekty stabilizující signál
,,RFA,Ekvalizér,"objekt stabilizující signál, který potlačuje nebo zesiluje několik frekvenčních rozsahů",ekvalizér,Signal equaliser,signal stabilising object suppressing or amplifying multiple frequency ranges of the signal,,,,,,,,,,ekvalizér
,,RFB,Signálový filtr,"objekt stabilizující signál, který potlačuje určitý frekvenční rozsah",signálový filtr,Signal filter,signal stabilising object suppressing a defined frequency range of the signal,,,,,,,,,,signálový filtr
,RL?,,Objekt omezující pohyb,omezující objekt pomocí omezení pohybu,,Movement restricting object,restricting object by restricting movements,,,,,,,,,,Objekt omezující pohyb
,,RLA,Řetězový zámek,objekt omezující pohyb pomocí omezení pohyblivosti objektu,"řetízek na dveře, bezpečnostní řetěz",Security chain,movement restricting object by limiting movement of an object,,,,,,,,,,řetězový zámek
,,RLB,Tlumič,objekt omezující pohyb pomocí srovnání a snížení pohybu objektu,"vyrovnávací koš, protiváha",Shock absorber,movement restricting object by settling and damping movements of an object,,,,,,,,,,tlumič
,,RLC,Brzda,objekt omezující pohyb pomocí snížení rychlosti a zastavení jiného objektu,"dveřní brzda, plynová pružina, traťový retardér",Brake,movement restricting object by preventing high speed of another object,,,,,,,,,,brzda
,,RLD,Retardér,objekt omezující pohyb zamezením vysoké rychlosti jiného objektu,retardér,Speed bump,movement restricting object by preventing high speed of another object,,,,,,,,,,retardér
,RM?,,Objekt omezující zpětný tok,omezující objekt pomocí omezení zpětného toku hmoty,,Return flow restricting object,restricting object by restricting a return flow of matter,,,,,,,,,,Objekt omezující zpětný tok
,,RMA,Zpětný ventil,objekt omezující zpětný tok kapalin,"zpětný uzávěr, zařízení bránící zpětnému toku",Non-return valve,return flow restricting object of liquids,,,,,,,,,,zpětný ventil
,,RMB,Zpětná klapka,objekt omezující zpětný tok plynu,zpětná klapka,Check damper,return flow restricting object of gas,,,,,,,,,,zpětná klapka
,,RMC,Zamezení zpětného chodu,objekt omezující zpětný tok pevných látek,zamezení zpětného chodu,Flap,return flow restricting object of solid substances,,,,,,,,,,zamezení zpětného chodu
,,RMD,Sifon,objekt omezující zpětný tok zápachu,sifon,Stench trap,return flow restricting object of odour,,,,,,,,,,sifon
,RN?,,Objekt omezující průtok,omezující objekt pomocí omezení řízeného toku hmoty,,Flow restrictor,restricting object by restricting a guided flow of matter,,,,,,,,,,Objekt omezující průtok
,,RNA,Regulační ventil,nastavitelný objekt omezující průtok kapalin,"redukční ventil, řídící ventil, seřizovací ventil",Regulating valve,flow restrictor of liquids by an adjustable means,,,,,,,,,,regulační ventil
,,RNB,Regulační klapka,nastavitelný objekt omezující průtok plynu,"odvzdušňovací zařízení, přívod čerstvého vzduchu, zařízení pro stálý tok vzduchu",Regulating damper,flow restrictor of gas by an adjustable means,,,,,,,,,,regulační klapka
,,RNC,Omezovač průchodu pevných látek,nastavitelný objekt omezující průtok pevných látek,omezovač průchodu pevných látek,Soilds regulating valve,flow restrictor of soilds substances by an adjustable means ,,,,,,,,,,omezovač průchodu pevných látek
,,RND,Omezovač průtoku kapalin,pevný objekt omezující průtok kapalin,"sprchová hlavice, tryska, clona, venturiho trubice, rozprašovač",Diffuser,flow restrictor by a fixed means,,,,,,,,,,omezovač průtoku kapalin
,RQ?,,Objekty stabilizující lokální prostředí,omezující objekt pro lokální prostředí,,Local climate stabilising object,restricting object of the local environment,,,,,,,,,,Objekty stabilizující lokální prostředí
,,RQA,Izolace,objekt stabilizující lokální prostředí zamezením termického nebo zvukového přenosu,"izolace proti promrzání, zvuková izolace, izolace proti kročejovému hluku, izolace trubek, izolační deska, termická izolace",Insulation,local climate stabilising object by restricting a thermal or sound transmission,,,,,,,,,,izolace
,,RQB,Stabilizující vrstva,"objekt stabilizující lokální prostředí stabilizací toku kapaliny, vlhkosti, větru nebo materiálu","netkaná textílie, geomembrána, vrstva oddělující materiály, kondenzační vrstva, retenční nádrž, parozábrana",Stabilizing layer,"local climate stabilising object by stabilising a flow of liquids, moisture, wind or material",,,,,,,,,,membrána
,,RQC,Protihluková stěna,objekt stabilizující lokální prostředí omezením šíření zvuku,"protihluková stěna, zvuk tlumící materiál",Noise barrier,local climate stabilising object by stabilising the propagation of sound,,,,,,,,,,protihluková stěna
,,RQD,Opláštění,"objekt stabilizující lokální prostředí omezující vítr, srážky nebo záření","markýza, stínící fólie, sloneční clona, větrolam",Screen,"local climate stabilising object by restricting wind, precipitation or radiation",,,,,,,,,,opláštění
,,RQE,Závěs,"objekt stabilizující lokální prostředí, který omezuje průchod světla pomocí tkaniny","závěs, opona, roleta",Curtain,local climate stabilising object by restricting transmission of light using textiles,,,,,,,,,,závěs
,,RQF,Žaluzie,"objekt stabilizující lokální prostředí, který omezuje průchod světla pomocí tenkých upravitelných žaluzií",žaluzie,Louvered blind,local climate stabilising object by restricting transmission of light using narrow adjustable louvers,,,,,,,,,,žaluzie
,,RQG,Okenice,"objekt stabilizující lokální prostředí, který omezuje průchod světla pomocí vnějšího odstínění",okenice,Shutter,local climate stabilising object by restricting transmission of light using an external panel,,,,,,,,,,okenice
,,RQH,Ochrana proti plevelům,"objekt stabilizující lokální prostředí, který zabraňuje prorůstání plevelů",ochrana proti plevelům,Weed control fabric,local climate stabilising object preventing weed growth,,,,,,,,,,ochrana proti plevelům
,,RQJ,Zástěna,"objekt stabilizující lokální prostředí, který zabraňuje průhledu a tlumí přenos zvuku","balkónová zástěna, monter, dělící příčka, boční kryt, clona proti průhledu ",Screen wall,local climate stabilising object by restricting vision and sound,,,,,,,,,,zástěna
,RU?,,Objekty omezující přístup,omezující objekt pro vstup,,Access restricting object,restricting object by restricting access to an area,,,,,,,,,,Objekty omezující přístup
