Úroveň 1,Úroveň 2,Úroveň 3,Název (ČJ),Vysvětlení (ČJ),Příklady (ČJ),Term (EN),Explanation (EN),,,,,,,,,,
,,FLD,Pojistná membrána,"objekt chránící proti tlaku, který se nevratně zlomí v případě, že je překročena mezní hodnota tlaku",pojistná membrána,Rupture disc,pressure protecting object that breaks open irreversibly in the event of excessive pressure difference,,,,,,,,,,pojistná membrána
,,FLE,Expanzní nádoba,objekt chránící proti tlaku pomocí expanze objemu,expanzní nádoba,Expansion tank,pressure protecting object provided by a volume expansion,,,,,,,,,,expanzní nádoba
,FM?,,Objekt chránící proti požáru,chránící objekt proti ohni,,Fire protecting object,protecting object related to fire,,,,,,,,,,objekt chránící proti požáru
,,FMA,Požární klapka,"objekt chránící proti požáru, který v případě zjištění požáru uzavře přívod vzduchu","kouřová klapka, přetlaková klapka",Fire damper,fire protecting object closing an air flow on detection of fire,,,,,,,,,,požární klapka
,,FMB,Kouřový ventil,"objekt chránící proti požáru, který v případě zjištění kouře otevře nebo uzavře přívod vzduchu","kouřová klapka, přetlaková klapka, kontrolní kouřová klapka, kontrolní požární klapka",Flue damper,fire protecting object opening or closing an air flow on detection of smoke,,,,,,,,,,kouřový ventil
,,FMC,Kombinovaná požární klapka/kouřový ventil,"objekt chránící proti požáru, který v případě zjištění kouře a/nebo požáru uzavře přívod vzduchu",požární- a kouřová klapka,Fire-and-flue damper,fire protecting object closing an air flow on detection of smoke and/or fire,,,,,,,,,,kombinovaná požární klapka/kouřový ventil
,,FMD,Protipožární dveře,"objekt chránící proti požáru, který uzavře průchod tak, aby zamezil šíření kouře a/nebo požáru",protipožární dveře,Fire extinguisher,fire protecting object for manual operation,,,,,,,,,,protipožární dveře
,,FME,Požární opona,"objekt chránící proti požáru, který rozděluje prostor do požárních zón",požární roleta,Fire blind,fire protecting object closing a passage for preventing spread of smoke and/or fire,,,,,,,,,,požární opona
,,FMF,Požární těsnění,"objekt chránící proti požáru, který uzavírá otvor aby zamezil šíření požáru","ohnivzdorná těsnící hmota, protipožární pásky, protipožární trubkový rukáv",Smoke curtain,fire protecting object dividing an area into smoke zones,,,,,,,,,,požární těsnění
,,FMG,Hasicí přístroj,objekt chránící proti požáru pro manuální použití,"ruční hasicí přístroj, hasicí deka",Smoke closure,fire protecting object closing a hole for preventing spread of fire,,,,,,,,,,hasicí přístroj
,,FMH,Protipožární izolace,objekt chránící proti požáru pomocí zakrytí,"protipožární obložení, protipožární panel, protipožární stříkaný beton",Fire insulation,fire protecting object by a surface cover,,,,,,,,,,protipožární izolace
,,FMJ,Protipožární nátěry,objekt chránící proti požáru pomocí nátěru,protipožární nátěr,Fire retardant coating,fire protecting object by a surface coating,,,,,,,,,,protipožární nátěry
,,FMK,Protipožární impregnace,objekt chránící proti požáru pomocí impregnace,impregnace vodním sklem,Fire impregnation,fire protecting object by impregnation,,,,,,,,,,protipožární impregnace
,FN?,,Objekt chránící proti mechanické síle,chránící objekt proti mechanické síle,,Mechanical force protecting object,protecting object related to mechanical force,,,,,,,,,,objekt chránící proti mechanické síle
,,FNA,Bezpečnostní spojka,"objekt chránící proti mechanické síle, který způsobí odpojení v případě, že točivý moment přesáhne určitou hodnotu ","kluzná spojka, bezpečnostní spojka",Safety clutch,mechanical force protecting object providing an disconnection when a torque become too high,,,,,,,,,,bezpečnostní spojka
,,FNB,Ochrana proti nárazům,objekt chránící proti mechanické síle pomocí absorpce síly nárazu,"chrániče rohů, kabelové chrániče, zásyp, ochranný kryt, ochrana stromů, ochranná trubka, ochranný sloupek, ochranný plech, lemování ",Impact protection,mechanical force protecting object absorbing impact,,,,,,,,,,ochrana proti nárazům
,FQ?,,Objekt preventivní ochrany,chránící objekt pomocí bariéry nebo překážky,,Preventive protecting object,protecting object by barrier or obstacle,,,,,,,,,,objekt preventivní ochrany
,,FQA,Ochranná síť,objekt preventivní ochrany proti procházejícím objektům,"síť proti pádu kamení, ochrana proti pádu, vtokové uzávěry, síto, ventilační mříž, výpustná mříž, ochranná střecha",Protective mesh,preventive protecting object against objects passing,,,,,,,,,,ochranná síť
,,FQB,Protiskluzová ochrana,objekt preventivní ochrany proti klouzajícím nebo hnaným předmětům,"protiskluzová ochrana, zábrany proti sesuvu sněhu, střešní zarážky",Glide protection,preventive protecting object against objects or matter sliding or drifting,,,,,,,,,,protiskluzová ochrana
,,FQC,Madlo,objekt preventivní ochrany proti pádu,"úchopové madlo, opěrné madlo",Protective rod,preventive protecting object against falling,,,,,,,,,,madlo
,,FQD,Zábradlí,objekt preventivní ochrany proti pádu nebo kolizi,"balkónové zábradlí, balustráda, mostní zábradlí, lano proti pádu, zábradlí zabrňující pádu, okopová lišta, ochrana kmene stromu, svodidla, ochrana před nárazem",Protective rail,preventive protecting object against falling out or colliding,,,,,,,,,,zábradlí
,,FQE,Ochranná látka,objekt preventivní ochrany proti proniknutí ,textílie proti plevelům,Protective fabric,preventive protecting object against physical penetration,,,,,,,,,,ochranná látka
,,FQF,Ochrana proti oslnění,objekt preventivní ochrany proti oslnění,ochrana proti oslnění,Glare protection,preventive protecting object against glare,,,,,,,,,,ochrana proti oslnění
,,FQG,Ochrana proti postříkání,objekt preventivní ochrany proti potřísnění,"sprchová kabina, ochrana proti postříkání na mostě, ochrana proti postříkání na svodidlech",Splatter protection,preventive protecting object against splatter,,,,,,,,,,ochrana proti postříkání
,,FQH,Ochrana proti zlomení,objekt preventivní ochrany proti manuálnímu zlomení,ochrana proti zlomění,Break protection,preventive protecting object against manual breakage,,,,,,,,,,ochrana proti zlomení
,,FQJ,Ochrana zámku,objekt preventivní ochrany proti manuálnímu odemčení,kryt zámku,Lock hatch cover,preventive protecting object against manual unlocking,,,,,,,,,,ochrana zámku
,FR?,,Objekt chránící proti opotřebení,chránící objekt proti opotřebení,,Wear protection object,protecting object related to material erosion,,,,,,,,,,objekt chránící proti opotřebení
,,FRA,Mazivo,objekt chránící proti opotřebení pomocí maziva mezi objekty,mazací olej,Lubrication object,wear protection object providing liquid material between objects,,,,,,,,,,mazivo
,,FRB,Ochrana proti opotřebení,"objekt chránící proti opotřebení, který poskytuje pevnou vrstvu oddělující materiály","ochrana proti erozi, lazura, ochranná fólie, ochrana svahu, vyztužení břehu, ochranné obložení",Wear pad,wear protection object providing a solid separating material between objects,,,,,,,,,,ochrana proti opotřebení
,FS?,,Objekt chránící proti okolnímu prostředí,chránící objekt proti vlivům okolního prostředí,,Environment protecting object,protecting object related to the local environment,,,,,,,,,,objekt chránící proti okolnímu prostředí
,,FSA,Omítka,"objekt chránící proti okolnímu prostředí pomocí zatvrdlé omítky, která pokrývá jiný objekt","fládrování, omítka zdi, omítka stropu",Plaster,environment protecting object in the form of a solidified paste layer covering another object,,,,,,,,,,omítka
,,FSB,Nátěr,objekt chránící proti okolnímu prostředí pomocí zatvrdlé tenké vrstvy na povrchu jiného objektu,"protikorozní nátěr, ochranný nátěr",Paint,environment protecting object in the form of a hardened liquid film on the surface of another object,,,,,,,,,,nátěr
,,FSC,Impregnace,"objekt chránící proti okolonímu prostředí pomocí aplikované nebo injektované tekutině, která objektu dodá větší odolnost proti vnějšmu prostředí","injektáž podloží, uzavření, ochranný povlak proti graffiti, injektážní hmota",Impregnation,environment protecting object in the form of an applied or induced liquid making the object resistant to externally induced decay or destruction,,,,,,,,,,impregnace
,,FSD,Přístřešek,objekt chránící proti okolonímu prostředí pomocí ochrany proti povětrnostním vlivům,přístřešek,Shelter,environment protecting object providing shelter against climatic effects,,,,,,,,,,přístřešek
,,FSE,Tlumič vibrací,objekt chránící proti okolnímu prostředí tlumením vibrací,"gumové těsnění, prvky ochrany proti zemětřesení, tlumič rázu",Seismic vibration control device,environment protecting object in the form of vibration control,,,,,,,,,,tlumič vibrací
,,FSF,Protikorozní ochrana,objekt chránící proti okolnímu prostředí oxidací kovu,"eloxování, katodová ochrana, obětovaná anoda",Corrosion protection,environment protection object in the form of oxidation of metal,,,,,,,,,,protikorozní ochrana
,,FSG,Izolace,objekt chránící proti okolnímu prostředí pomocí nepropustné vrstvy na povrchu jiného objektu,"izolace proti vlhkosti, parotěsná izolace, difuzní membrána",Protective seal,environment protecting object in the form of a seal on the surface of another object,,,,,,,,,,izolace
,,FSH,Vrstva přerušující kapilární vzlínání,objekt chránící proti okolnímu prostředí pomocí vrstvy narušující kapilární vzlínání,vrstva přerušující kapilární vzlínání,Material separating layer,environment protecting object in the form of a capillary action breaking layer,,,,,,,,,,vrstva přerušující kapilární vzlínání
G??,,,Generující objekt,"objekt, který slouží k poskytování kontrolovaného toku",,Generating object,object for providing a controllable flow,,,,,,,,,,generující objekt
,GA?,,Objekt mechanicky generující elektrickou energii,generující objekt pro elektrickou energii poháněný mechanickou energií,,Mechanical to electrical energy generating object,generating object of electric energy powered by mechanical energy,,,,,,,,,,objekt mechanicky generující elektrickou energii
,,GAA,Alternátor,objekt mechanicky generující elektrickou energii pro střídavý proud,"nouzový agregát, pomocná pohonná jednotka",AC generator,mechanical to electrical energy generating object of alternating current,,,,,,,,,,alternátor
,,GAB,Generátor stejnosměrného proudu,objekt mechanicky generující elektrickou energii pro stejnosměrný proud,generátor stejnosměrného proudu,DC generator,mechanical to electrical energy generating object of direct current,,,,,,,,,,generátor stejnosměrného proudu
,GB?,,Objekt chemicky generující elektrickou energii,generující objekt pro elektrickou energii poháněný chemickou reakcí,,Chemical to electrical energy generating object,generating object of electric energy powered by chemical reaction,,,,,,,,,,objekt chemicky generující elektrickou energii
,,GBA,Baterie,objekt chemicky generující elektrickou energii z neobnovitelného zdroje,baterie,Electric battery,Chemical to electrical energy generating object from a non-renewable source,,,,,,,,,,baterie
,,GBB,Palivový článek,"objekt chemicky generující elektrickou energii, který je průběžně zásobován palivem a oxidantem",palivový článek,Fuel cell,Chemical to electrical energy generating object continuously fed by fuel and oxidant,,,,,,,,,,palivový článek
,GC?,,Objekt generující elektrickou energií ze sluneční,generující objekt pro elektrickou energii poháněný solární energií,,Solar to electrical energy generating object,generating object of electric energy from solar energy,,,,,,,,,,objekt generující elektrickou energií ze sluneční
,,GCA,Krystalický fotovoltaický panel,"objekt generující elektrickou energii ze sluneční, který využívá polovodivé materiály na křemíkových plochách",krystalický fotovoltaický panel,Crystalline photovoltaic module,Solar to electrical energy generating object utilizing wafer based semiconducting material,,,,,,,,,,krystalický fotovoltaický panel
,,GCB,Tenkovrstvý fotovoltaický panel,"objekt generující elektrickou energii ze sluneční, který využívá tenkovrstvé materiály","solární panel, solární článek",Thin film photovoltaic module,Solar to electrical energy generating object utilizing thin film material,,,,,,,,,,tenkovrstvý fotovoltaický panel
,GF?,,Objekt generující signál,generující objekt pro signály nesoucí informace,,Signal generating object,generating object of signals for carrier of information,,,,,,,,,,objekt generující signál
,,GFA,Vysílač,objekt generující signál pomocí elektromagnetických vln,"vysílač impulzů, rádiový vysílač, vysílač rádiových vln, televizní vysílač",Solar panel,Solar to thermal energy generating object into a fluid thermal flow,,,,,,,,,,vysílač
,,GFB,Mechanický vysílač signálu,objekt generující signál skrze dráty,mechanický vysílač signálu,Signal generator,signal generating object by wires,,,,,,,,,,mechanický vysílač signálu
,GL?,,Objekt umožňující plynulý přesun nákladu a osob,generující objekt pro plynulý přesun nákladu a osob,,Continuous transfer object,generating object continuously of items,,,,,,,,,,objekt umožňující plynulý přesun nákladu a osob
,,GLA,Pásový dopravník,objekt umožňující plynulý přesun nákladu a osob po pásu,"zavazadlový pás, pásový dopravník, pohyblivý chodník, pás na podnosy, pokladní pás",Belt conveyer,continuous transfer object on a belt,,,,,,,,,,pásový dopravník
,,GLB,Řetězový dopravník,objekt umožňující plynulý přesun nákladu po řetězu,řetězový dopravník,Chain conveyer,continuous transfer object on a chain,,,,,,,,,,řetězový dopravník
,,GLC,Válečkové dráhy,objekt umožňující plynulý přesun nákladu po válečcích,válečkový dopravník,Roller conveyer,continuous transfer object on rollers,,,,,,,,,,válečkové dráhy
,,GLD,Šnekový dopravník,objekt umožňující plynulý přesun nákladu pomocí šneku,šnekový dopravník,Screw conveyer,continuous transfer object propelled by a screw,,,,,,,,,,šnekový dopravník
,,GLE,Eskalátor,objekt umožňující plynulý přesun osob po sérii schodů,"eskalátor, nášlapné řetězy",Escalator,continuous transfer object consisting of a chain of steps,,,,,,,,,,eskalátor
,,GLF,Paternoster,objekt umožňující plynulý přesun nákladu pomocí několika kabin,paternoster,Paternoster,continuous transfer object consisting of chain of containers,,,,,,,,,,Paternoster
,,GLG,Vibrační dopravník,objekt umožňující plynulý přesun nákladu po vibrující ploše,vibrační dopravník,Vibrating conveyor,continuous transfer object consisting on a vibrating surface,,,,,,,,,,vibrační dopravník
,GM?,,Objekt umožňující přesun nákladu a osob,generující objekt pro nespojitý přesun nákladu a osob,,Discontinuous transfer object,generating object discontinuously of items,,,,,,,,,,objekt umožňující přesun nákladu a osob
,,GMA,Vůz,objekt umožňující přesun nákladu horizontálně,vozík,Wagon,discontinuous transfer object horizontally,,,,,,,,,,vůz
,,GMB,Zdvihadlo,objekt umožňující přesun nákladu vertikálně,zdvihadlo,Elevator,discontinuous transfer object vertically,,,,,,,,,,Zdvihadlo
,,GMC,Zdvižné zařízení,"objekt umožňující přesun nákladu a osob, který zvedá a přesouvá objekty vertikálně a/nebo horizontálně","jeřáb, výtah, zdvižné stoly, schodišťový výtah, mostový jeřáb, nůžkový zvedák",Crane,discontinuous transfer object lifting and moving objects vertically and/or horizontally,,,,,,,,,,jeřáb
,,GMD,Stohovací stroj,"objekt umožňující přesun nákladu, který objekty sdružuje",stohovací stroj,Palletizer,discontinuous transfer object placing objects together,,,,,,,,,,stohovací stroj
,,GME,Točna,"objekt umožňující přesun nákladu, který otáčí příchozí tok",točna,Turntable,discontinuous transfer object turning a conveyed flow,,,,,,,,,,točna
,,GMF,Vibrační podavač,objekt umožňující přesun nákladu v lineárním toku pomocí vibrace,vibrační podavač,Vibrating feeder,discontinuous transfer object moving objects in a linear flow by vibrating,,,,,,,,,,vibrační podavač
,GP?,,Objekt generující tok kapalin,generující objekt pro tok kapalin,,Liquid flow generating object,generating object of liquid,,,,,,,,,,objekt generující tok kapalin
,,GPA,Objemové čerpadlo,"objekt generující tok kapalin tak, že kapalinu v uzavřené nádobě vnutí do výstupu","ruční pumpa, dávkovací pumpa, odběrné čerpadlo",Positive displacement pump,liquid flow generating object by forcing trapped liquid to the discharge side,,,,,,,,,,Objemové čerpadlo
,,GPB,Dynamické čerpadlo,objekt generující tok kapalin pomocí zvýšení rychlosti toku pomocí mechanického pohybu,"cirkulační čerpado, rotodynamické čerpado, dotlačovací kompresor",Liquid velocity pump,liquid flow generating object by increasing the flow velocity through mechanical motion,,,,,,,,,,Dynamické čerpadlo
,,GPC,Proudové čerpadlo,objekt generující tok kapalin pomocí přenosu energie pohybu od vstupu k výstupu,"trkač, ejektor",Hydraulic ram pump,liquid flow generating object by transferring the kinetic energy of an input flow to an output flow,,,,,,,,,,Proudové čerpadlo
,,GPD,Mazivo,objekt generující tok kapalin pomocí převodu polohové energie na energii pohybu za pomoci gravitace,kolejnicový mazník,Lubricator,liquid flow generating object by converting potential energy to kinetic energy by gravity,,,,,,,,,,Mazivo
,GQ?,,Objekt generující tok plynů,generující objekt pro tok plynu,,Gaseous flow generating object,generating object of gas,,,,,,,,,,Objekt generující tok plynů
,,GQA,Plynový kompresor,"objekt generující tok plynů tak, že plyn v uzavřené nádobě vnutí do výstupu","pístový kompressor, pneumatický válec, šroubový kompresor",Gas compressor,gaseous flow generating object by forcing trapped gas to the discharge side,,,,,,,,,,plynový kompresor
,,GQB,Ventilátor,objekt generující tok plynů pomocí zvýšení rychlosti toku pomocí mechanického pohybu,"digestoř, chladící ventilátor, axiální ventilátor, požární větrák, osový ventilátor, centrální vysavač, oběhový ventilátor",Mechanical fan,gaseous flow generating object by increasing the flow velocity through mechanical motion ,,,,,,,,,,ventilátor
,,GQC,Plynový ejektor,objekt generující tok plynů pomocí převodu energie pohybu od vstupu k výstupu,"proudové čerpadlo, parní injektor, parní proudový ventilátor ",Gas ejector,gaseous flow generating object by transferring the kinetic energy of an input flow to an output flow ,,,,,,,,,,plynový ejektor
,GR?,,Objekt zachycující teplo ze slunce,generující objekt pro termickou energii ze slunečního záření,,Solar to thermal energy generating object,generating object of thermal energy from solar energy,,,,,,,,,,Objekt zachycující teplo ze slunce
,,GRA,Solární panel,objekt zachacující teplo ze slunce do průtoku,solární panel,Solar Panel,,,,,,,,,,,solární panel
,,GRB,Solární věž,"objekt zachycující teplo ze slunce, které generuje tok",solární věž,Solar tower,Solar to thermal energy generating object generating a fluid flow,,,,,,,,,,solární věž
H??,,,Objekt zpracující materiál,objekty pro zpracovávání materiálu,,Matter processing object,object for treating matter,,,,,,,,,,Objekt zpracující materiál
,HJ?,,Objekt pro primární tvarování,objekt zpracující materiál pomocí formování originálu,,Primary forming object,matter processing object by primary forming,,,,,,,,,,Objekt pro primární tvarování
,,HJA,Nástroje a stroje pro lití,objekt pro primární tvarování z hmoty v tekuté podobě,3D-tiskárna,Casting tool,primary forming object from liquid initial material state,,,,,,,,,,nástroje a stroje pro lití
,,HJB,Lis,objekt pro primární tvarování z pevné hmoty,"3D-tiskárna, práškový lis",Press,primary forming object from solid matter initial material state,,,,,,,,,,Lis
,HK?,,Objekt pro povrchovou úpravu,objekt zpracující materiál pomocí úpravy povrchu,,Surface treatment object,matter processing object for surface treatment,,,,,,,,,,Objekt pro povrchovou úpravu
,,HKA,Stroj na přípravu povrchu,objekt pro povrchovou úpravu pro přípravu,"autokláv, dezinfekční stroj, myčka nádobí, vysokotlaká myčka, pračka, ultrazvukový čistič, parní čistič",Surface preparation machine,surface treatment object by preparation,,,,,,,,,,Stroj na přípravu povrchu
,,HKB,Stroj na úpravu povrchu,objekt pro povrchovou úpravu pomocí modifikace,"otryskávací stroj, leštící stroj, bruska",Surface modification machine,surface treatment object by modification,,,,,,,,,,Stroj na úpravu povrchu
,,HKC,Stroj na pokrytí povrchu,objekt pro povrchovou úpravu pomocí překrytí,"anodizační stroj, stroj na nástřik barvy",Surface coating machine,surface treatment object by coating,,,,,,,,,,Stroj na pokrytí povrchu
,HL?,,Montážní objekt,objekt zpracující materiál pomocí spárování nebo spojení,,Assembling object,matter processing object by joining or assembling,,,,,,,,,,Montážní objekt
,,HLA,Montážní robot,montážní objekt pro fyzické spojování,"průmyslový robot, montážní linka",Assembly robot,assembling object by physical assembly,,,,,,,,,,montážní robot
,,HLB,Mechanické spojovací stroje,montážní objekt pro mechanické spojování,"skládací stroj, vroubkovací stroj, obrubovací stroj, stroj pro tlakové svařování",Mechanical joining machine,assembling object by mechanical joining,,,,,,,,,,mechanické spojovací stroje
,,HLC,Stroje pro tavné svařování,montážní objekt pro tepelné spojování,"oblouková svářečka, laserová svářečka, svařovací stroj, plynová svářečka, bodová svářečka",Thermal welding machine,assembling object by thermal joining,,,,,,,,,,stroje pro tavné svařování
,,HLD,Stroje pro lepení,montážní objekt pro chemické spojování,stoj pro lepení,Chemical joining machine,assembling object by chemical joining,,,,,,,,,,stroje pro lepení
,HM?,,Objekt pro silové oddělování,objekt zpracující materiál pomocí silové separace smíšených produktů,,Force separating object,matter processing object by separating mixed substances by force,,,,,,,,,,Objekt pro silové oddělování
,,HMA,Usazovací nádrž,objekt pro silové oddělování částic pomocí gravitace,"odlučovač oleje, lapač písku, odpadní šachta, odlučovač sádry, odlučovač kalů, usazovací jímka",Settling tank,force separating object of particles by gravity,,,,,,,,,,usazovací nádrž
,,HMB,Odstředivka,objekt pro silové oddělování substancí pomocí centrifugace v rotující nádobě,odstředivka,Centrifuge,force separating object of substances by rotation in a rotating chamber,,,,,,,,,,odstředivka
,,HMC,Cyklón,objekt pro silové oddělování substancí pomocí rotace ve statické nádobě,hydrocyklón,Cyclone,force separating object of substances by rotation in a fixed chamber,,,,,,,,,,cyklón
,HP?,,Objekt pro termické oddělování,objekt zpracující materiál pomocí termické separace smíchaných substancí,,Thermal separating object,matter processing object by thermally separating mixed substances,,,,,,,,,,Objekt pro termické oddělování
,,HPA,Sušička,"objekt pro termické oddělování, který odstraňuje vlhkost","sušicí skříň, sušička, odpařovač, odvlhčovač vzduchu",Dryer,thermal separating object removing moisture,,,,,,,,,,sušička
,,HPB,Destilační kolona,"objekt pro termické oddělování, který z tekutiny odvádí plyn",destilační kolona,Distillation column,thermal separating object generating the vaporized aggregation of a liquid,,,,,,,,,,destilační kolona
,HQ?,,Objekt pro mechanické oddělování,objekt zpracující materiál pomocí mechanické separace smíchaných substancí,,Mechanical separating object,matter processing object by mechanically separating mixed substances,,,,,,,,,,Objekt pro mechanické oddělování
,,HQA,Separační rošt,objekt pro mechanické oddělování částic na základě jejich velikosti a/nebo tvaru,"vzduchový filtr, lapač listí, mechanický filtr, česlo, pískový filtr, vodní filtr, ventilační filtr",Separation grate,mechanical separating object by removing substance from the surface of a liquid,,,,,,,,,,separační rošt
,,HQB,Skimmer,objekt pro mechanické oddělování olejů pomocí skimmeru,olejový skimmer,Skimmer,mechanical separating object of particles based on their size and/or shape,,,,,,,,,,Skimmer
,HR?,,Objekt pro elektrické nebo magnetické oddělení,objekt zpracující materiál pomocí elektromagnetické separace smíchaných substancí,,Electric or magnetic separating object,matter processing object by electromagnetically separating mixed substances,,,,,,,,,,Objekt pro elektrické nebo magnetické oddělení
,,HRA,Elektrostatický odlučovač,objekt pro elektrické nebo magnetické oddělení pomocí elektrického pole,elektrostatický odlučovač,Electrostatic separator,electric or magnetic separating object utilising an electric field,,,,,,,,,,elektrostatický odlučovač
,,HRB,Magnetický separátor,objekt pro elektrické nebo magnetické oddělení pomocí magnetického pole,magnetický separátor,Magnetic separator,electric or magnetic separating object separating object utilising a magnetic field,,,,,,,,,,magnetický separátor
,HS?,,Objekt pro chemické oddělování,objekt zpracující materiál pomocí chemické separace smíchaných substancí,,Chemical separating object,matter processing object by chemically separating mixed substances,,,,,,,,,,Objekt pro chemické oddělování
,,HSA,Iontoměnič,objekt pro chemické oddělování pomocí výměny iontů,Iontoměnič,Ion exchanger,chemical separating object utilising exchange of ions,,,,,,,,,,iontoměnič
,,HSB,Absorbent,objekt pro chemické oddělování pomocí absorpce,absorpční filtr,Absorber,chemical separating object utilising absorption,,,,,,,,,,absorbent
,,HSC,Adsorbent,"objekt po chemické oddělování, který na sebe váže látky","uhlíkový filtr, adsorpční filtr",Adsorber,chemical separating object utilising adsorption,,,,,,,,,,adsorbent
,HU?,,Objekt pro mechanické dělení,"objekt zpracující materiál, který tvoří menší tvary z pevných materiálů",,Grinding and crushing object,matter processing object providing smaller forms of solid material,,,,,,,,,,Objekt pro mechanické dělení
,,HUA,Kráječ,"objekt pro mechanické dělení měkých, středně tvrdých, vláknitých a tuhých materiálů ","potravinový mlýnek, mlýnek na maso, drtič odpadu, rotační kutr",Cutter,"grinding and crushing object for soft, medium-hard, fibrous and tough matter",,,,,,,,,,kráječ
,,HUB,Mlýn,objekt pro mechanické dělení za účelem zpracování na specifické velikosti a tvary,"pila na maso, pila na potraviny, pila, řezací stroj",Mill,grinding and crushing object for machining parts into precise sizes and shapes,,,,,,,,,,mlýn
,,HUC,Drtička,objekt pro mechanické dělení minerálů,drtič kamene,Crusher,grinding and crushing object of rock kind,,,,,,,,,,drtička
,HV?,,Objekt pro agregaci,"objekt zpracující materiál, který tvoří větší ze substancí větší tvary",,Agglomerating object,matter processing object providing larger forms of substances,,,,,,,,,,Objekt pro agregaci
,,HVA,Peletizátor,"objekt pro agregaci, který komprimuje nebo tvaruje materiál do tvaru pelet",peletizátor,Pelletizer,agglomerating object compressing or moulding a material into the shape of a pellet,,,,,,,,,,peletizátor
,,HVB,Koloidizační zařízení,"objekt pro agregaci, který umožňuje proces vzniku kolloidů z tekutin",zahušťovač,Flocculator,agglomerating object enabling (a process wherein) colloids to come out of suspension in the form of floc or flake,,,,,,,,,,koloidizační zařízení
,HW?,,Objekt pro směšování,"objekt zpracující materiál, který tvoří nové materiály smícháním různých substancí",,Mixing object,matter processing object mixing different substances,,,,,,,,,,Objekt pro směšování
,,HWA,Mixer,"objekt pro směšování, který tvoří nové vlastnosti substance smícháním různých substancí","míchací stroj, kávovar, zmrzlinovač, mixer, šlehač",Mixer,mixing object that provides a new property substance from different substances.,,,,,,,,,,mixer
,,HWB,Zvlhčovač,"objekt pro směšování, který tvoří zvlhčený plyn",zvlhčovač vzduchu,Humidifier,mixing object providing humid gaseous substance,,,,,,,,,,zvlhčovač
,HX?,,Reagující objekt,"objekt zpracující materiál, který tvoří nové materiály pomocí chemické nebo biologické reakce",,Reacting object,matter processing object providing new material by chemical or biological reaction,,,,,,,,,,Reagující objekt
,,HXA,Chemický reaktor,"reagující objekt, který umožňuje a kontroluje chemickou reakci","změkčovač vody, odsolovací filtr, zplynovací zařízení",Chemical reactor,reacting object enabling and controlling a chemical reaction,,,,,,,,,,chemický reaktor
,,HXB,Fermentor,"reagující objekt, který umožňuje a kontroluje biologickou reakci",fermentor,Fermenter,reacting object enabling and controlling a biological reaction,,,,,,,,,,fermentor
K??,,,Objekt zpracující informace,objekt pro zpracování vstupních signálů za účelem poskytnutí vhodného výstupu,,Information processing object,object for treating input signals and providing an appropriate output,,,,,,,,,,Objekt zpracující informace
,KE?,,Objekt zpracující elektrický signál,objekt zpracující informace určený ke zpracování elektrických signálů,,Electric signal processing object,information processing object for processing electric signals,,,,,,,,,,Objekt zpracující elektrický signál
,,KEA,Počítač,objekt zpracující informace s lidským faktorem,"počítač, notebook, modem, čtečka, server, překladač",Computer,electric signal processing object with human intervention,,,,,,,,,,počítač
,,KEB,Řídící jednotka,objekt zpracující informace bez zahrnutí lidského faktoru určený ke kontrole vybavení,"řídící jednotka, centrální jednotka, příjem hlášení, centrála chybováho hlášení, telefoní ústředna",Control unit,electric signal processing object without human intervention for control of devices,,,,,,,,,,řídící jednotka
,,KEC,Komunikační zařízení,objekt zpracující informace bez zahrnutí lidského faktoru pro vstup/výstup vybavení,"usb-karta, síťová karta, firewire-karta",Communication device,electric signal processing object without human intervention providing input/output to devices,,,,,,,,,,komunikační zařízení
,,KED,Router,objekt zpracující informace bez zahrnutí lidského faktoru pro předávání signálů mezi datovými sítěmi,"gateway, firewall",Router,electric signal processing object without human intervention forwarding signals between data networks,,,,,,,,,,router
,,KEE,Zapisovač karet,objekt zpracující informace bez zahrnutí lidského faktoru pro ukládání vstupů na úložné médium,"kazetový přehrávač, CD vypalovačka",Card writer,electric signal processing object without human intervention saving the information provided by the input on a storage device,,,,,,,,,,zapisovač karet
,KF?,,Objekt rozdělující elektrický signál,objekt zpracující informace určený k předání elektrických signálů,,Electric signal relaying object,information processing object for relaying electric signals,,,,,,,,,,Objekt rozdělující elektrický signál
,,KFA,Relé,objekt rozdělující elektrický signál pro předání elektrického signálu bez prodlevy,"výkonové relé, frekvenční relé, pomocné relé, signální relé, proudové relé, napěťové relé",Relay,electric signal relaying object by forwarding without delay,,,,,,,,,,relé
,,KFB,Časové relé,objekt rozdělující elektrický signál pro předání elektrického signálu s prodlevou,časové relé,Time relay,electric signal relaying object by forwarding with delay,,,,,,,,,,časové relé
,,KFC,Opakovač,"objekt rozdělující elektrický signál, který opakuje vstupní signál za účelem zlepšit výstupní signál",opakovač,Repeater,electric signal relaying object by repeating the input signal as an improved output signal,,,,,,,,,,opakovač
,,KFD,Síťový most,"objekt rozdělující elektrický signál, který přemosťuje několik síťových segmentů",síťový most,Electric network bridge,electric signal relaying object by bridging multiple data network segments,,,,,,,,,,síťový most
,,KFE,Elektrický síťový přepínač,"objekt rozdělující elektrický signál, který předává signál specifickému zařízení v síti",elektrický síťový přepínač,Electric network switch,electric signal relaying object by forwarding the input to specific devices within a data network,,,,,,,,,,elektrický síťový přepínač
